RowID|BrandFit|AngleGap|Asset|DistinctAngle|Notes
495|ADJACENT|~3,800-word HR risk management guide covering compliance risk, safety risk, cyber risk, turnover risk — one brief mention of hiring risk in the context of bad hires; no assessment-specific risk content, no adverse-impact risk, no AI-cheating/fraud risk in hiring, no legal defensibility framework for assessments|Assessment Risk & Compliance Guide: Legal Defensibility, Adverse Impact, and AI-Integrity in Hiring|transplants the "risk management guide" format into hiring-assessment risk specifically — covers the risks unique to skills-based hiring: adverse impact, AI-cheating fraud, pre-employment testing legality (ADA, EEOC), and how to document decisions for audit; none of which this page addresses|transplanted from: HR risk management; kept the compliance/legal defensibility angle which is CORE for Testlify
496|ADJACENT|~3,200-word overview of 21 HR roles — includes "selecting candidates" section (2 paragraphs) and "analyzing data" section; no deep treatment of assessment design, structured interviewing, or skills-test administration as role responsibilities; generic across all HR functions|Talent Acquisition Role Breakdown: Responsibilities, Skills Tested, and Assessment Criteria by TA Role|transplants the "role overview" format to focus entirely on TA/recruiting roles — maps each TA role's core responsibilities to the specific skills that should be assessed in hiring, with a downloadable scoring rubric per role; this page offers no role-specific assessment criteria at all|transplanted from: broad HR roles; kept the TA hiring/assessment responsibility angle which is CORE
498|SKIP|||  |SKIP — GRPI team effectiveness model is post-hire team management/org development; outside Testlify's hiring scope
499|SKIP|||  |SKIP — HR career path is professional development for HR practitioners; outside Testlify's hiring/assessment scope
500|SKIP|||  |SKIP — job design is org development/role structuring; outside Testlify's hiring assessment scope
501|ADJACENT|~2,200-word guide to the recruitment funnel (awareness through hiring) — describes evaluating and interviewing stages in 2 paragraphs each; no content on what to do inside the assessment stage (which tests to use, how to set cut scores, how to avoid bias); no benchmark data on funnel conversion rates by stage or industry|Recruitment Funnel Benchmark Report: Conversion Rates by Stage + Assessment-Screen Drop-Off Data (2025)|goes beyond explaining funnel stages — provides original benchmark conversion data at each stage (especially the assessment screen), shows how adding a skills test changes drop-off and quality-of-hire, and includes a downloadable funnel template with assessment-stage KPIs built in; none of which this page covers|transplanted from: recruitment funnel overview; kept the assessment-screen analytics angle which is CORE for Testlify
502|SKIP|||  |SKIP — sourcing strategies (passive candidates, Boolean search, job boards) is pre-screen talent sourcing; outside Testlify's assessment/screening scope
503|CORE|~2,500-word BARS explainer with generic examples (teamwork, Python) — covers the concept and how to build one but all examples are post-hire performance review contexts; no interview-scoring application, no candidate assessment rubric examples, no downloadable BARS template for hiring contexts|Interview Scoring Rubric Builder: BARS Templates for 20 Common Roles (Hiring Context)|same BARS format but applied to interview and assessment scoring for hiring — provides 20 pre-built role-specific BARS rubrics (e.g. data analyst, customer success, software engineer) that interviewers can use as structured scoring guides, with a free downloadable template; this page only shows post-hire performance BARS and offers no template|strong page; gap is exclusively that all examples and use cases are post-hire performance management, not pre-hire interview scoring
507|SKIP|||  |SKIP — internal mobility is post-hire talent movement/career development; outside Testlify's hiring scope
508|SKIP|||  |SKIP — job enlargement is post-hire org development/role design; outside Testlify's hiring scope
509|SKIP|||  |SKIP — training ROI is L&D investment measurement post-hire; outside Testlify's scope
510|ADJACENT|~2,800-word article on AI skills for HR résumés — covers 12 AI skills HR pros should list on their CVs; no content on how to assess AI skills in candidates, no test framework, no scoring rubric; all from the HR professional's own career development perspective|AI & Automation Skills Assessment Test for Hiring (Free + Role-Specific Sample Questions)|transplants the "AI skills" topic from self-development to candidate screening — a free test that lets companies assess candidates' AI literacy and tool fluency, with public sample questions and a free shareable result; this page only tells HR pros what skills to list on their own résumé, not how to test candidates for them|transplanted from: AI skills for HR résumés; kept the AI skill-assessment angle which is CORE for Testlify
513|SKIP|||  |SKIP — employee attrition/turnover is workforce analytics post-hire; not related to hiring assessment
514|SKIP|||  |SKIP — employee morale is post-hire engagement/wellbeing; outside Testlify's scope
516|ADJACENT|~2,200-word HR chatbots overview covering recruitment chatbots briefly (one of 5 types listed in 2 paragraphs) — no data on candidate experience impact of chatbot-screen vs human-screen, no guidance on when to use chatbot screening vs skills-test screening, no comparison of screening methods|AI Screening Methods Compared: Chatbot Pre-Screen vs. Skills Test vs. Structured Interview (Data + Decision Guide)|transplants the "AI in HR" format into a direct screening-method comparison — provides conversion rate and quality-of-hire data for three AI-assisted screening methods, a decision matrix for choosing the right method by role type, and a downloadable screening-design checklist; none of which this page covers|transplanted from: HR chatbots broadly; kept the AI-assisted candidate screening angle which is CORE for Testlify
517|SKIP|||  |SKIP — organizational design models (McKinsey 7S, Galbraith Star etc.) is org-structure/strategy; outside Testlify's scope
518|SKIP|||  |SKIP — organizational values/culture is culture-building/org development; outside Testlify's scope
519|SKIP|||  |SKIP — preboarding is post-hire onboarding/employee experience; outside Testlify's scope
527|CORE|~2,000-word page on why companies use pre-employment tests — explains benefits (productivity, retention, defensibility) with general statistics; no role-specific test recommendations, no "how to choose a test" framework, no sample questions or live test preview; all claims cite external research rather than first-party platform data|Pre-Employment Testing ROI Calculator + Benefit Benchmarks by Role (With Sample Test Questions)|same "why test" format but adds what this page withholds: an interactive ROI calculator (input hiring volume and current cost-per-hire to get projected savings), benchmark data by role type, and 3-5 free sample questions per test category so buyers can see the test before signing up|strong page; gap is that it explains why to test but offers no interactive tool and no way to sample the actual tests
529|CORE|~2,500-word "what are pre-employment tests" overview covering 5 test types (aptitude, personality, EI, risk, skills) with brief descriptions — no sample questions, no interactive preview of any test, no test-type selector tool, no guidance on which test type to use for which role; all explanations are descriptive prose|Pre-Employment Test Type Selector: Which Assessment Is Right for Your Role? (With Free Sample Questions per Type)|same "types of tests" format but adds what this page withholds: an interactive role-based selector that recommends test type(s) based on job category, plus 3-5 sample questions per test type so recruiters can preview before deploying; this page describes types in prose with no interactivity and no samples|strong on coverage; gap is no interactivity and no sample questions — a buyer must commit blindly
534|CORE|Candidate-facing CCAT prep page — explains the test format (50 questions, 15 mins, 3 question types), gives general test-taking tips, and shows a screenshot of the report; no public sample questions in an interactive/takeable format; a static prep guide not an actual practice test|Free CCAT-Style Cognitive Aptitude Practice Test (15 Sample Questions, Timed, With Explanations)|same candidate-facing prep format but delivers what this page only promises: a free, browser-based timed practice test (15 questions across verbal/numerical/logical reasoning) with per-question explanations after completion; this page gives tips but has no playable sample test|strong candidate-first page; gap is it describes the test instead of letting the visitor actually attempt sample questions
536|CORE|Same content as row 527 — near-duplicate of the "benefits of pre-employment testing" page; same structure, same claims, no interactive tool, no first-party data|SKIP — duplicate content of row 527; same page/asset, different URL|SKIP — duplicate page; ideas already captured in row 527|duplicate URL; substantially same text as row 527
541|CORE|Short 400-word 2016 blog post about Google's "unbiasing" effort (re:Work site) — summarizes a 10-year-old initiative, links out to re:Work, no Criteria-owned data, no tools, no framework; very thin; stale|The Bias-in-Hiring Audit Checklist: 10 Checkpoints to Reduce Unconscious Bias in Your Assessment Process|transplants the "bias in hiring" angle from a thin news-reaction post into a substantive, Testlify-owned resource — a checklist covering 10 concrete bias checkpoints across the assessment design, job description, and interview-scoring steps, with an explanation of why each step matters and a downloadable audit template; this page offers none of that|thin page; gap is 400 words, 2016 dateline, zero practical tools
542|CORE|~900-word blog post on test reliability — explains what reliability means (consistent results), contrasts with validity, describes types of reliability coefficients; no worked examples, no benchmark reliability scores, no tool to evaluate whether a vendor's test meets reliability thresholds; shorter than 1,000 words|Assessment Quality Checklist: How to Evaluate Test Validity, Reliability, and Fairness Before You Buy|same "assessment quality" angle but built as a practical buyer's checklist — covers reliability, validity (content/criterion/construct), adverse-impact risk, and norming quality; includes benchmark thresholds (e.g. "reliability coefficient ≥0.80") and a downloadable vendor evaluation scorecard; this page explains reliability in 900 words with no benchmarks and no actionable tool|gap: thin (~900 words), no examples, no benchmarks, no actionable checklist for evaluating vendor tests
543|CORE|Near-duplicate of row 529 — same "what are pre-employment tests + 5 types" eBook content at a different URL; same text, same structure, no sample questions, no interactivity|SKIP — duplicate content of row 529; already handled|SKIP — duplicate page|duplicate URL; same eBook text as row 529
546|ADJACENT|~800-word blog post on what new graduates want from employers (career development, work-life balance, flexibility, etc.) — briefly mentions that new grads care about skills-building; no content on how to assess or attract new grads with a better hiring experience; employer-branding framing not assessment framing|Gen Z Candidate Experience Benchmark: What Hiring Practices Drive Acceptance and Drop-Off Among New Grads|transplants the "new grads" angle from a listicle about employer perks into a data-backed benchmark on how hiring process design (test length, feedback speed, assessment type) affects Gen Z offer acceptance and drop-off; this page names what new grads want but has no data on what assessment practices win or lose them|transplanted from: what new grads want; kept the candidate experience + assessment-process angle which is CORE for Testlify
551|CORE|Candidate-facing test prep page (how to prepare for a Criteria assessment) — covers relaxation, environment setup, general tips; no per-test-type sample questions, no practice test, no timed simulator; prep advice only, nothing to actually practice on|Free Pre-Employment Test Prep: Type-by-Type Practice Questions with Timed Simulator (Aptitude, Personality, Skills)|same candidate-prep format but delivers what this page can only describe: a browser-based practice environment with 5-10 sample questions per test type (aptitude, verbal, numerical), a timed mode, and per-question explanations after completion; candidates leave knowing what to expect rather than just feeling calmer|gap: page tells candidates how to prepare but gives them nothing to actually practice on; no sample questions, no timed practice tool
554|SKIP|||  |SKIP — regular performance reviews / continuous performance check-ins is post-hire performance management; outside Testlify's scope
561|ADJACENT|~500-word 2019 blog post citing Criteria's own survey that 55% of companies use an ATS/HRIS — a single bar chart, light analysis, no breakdown by company size of who also uses assessments, no 2025 data; stale by 7 years|State of Hiring Tech Adoption Report 2025: ATS, Assessments, and AI-Interview Tool Usage by Company Size|transplants the "hiring tech adoption benchmark" format from a stale single-chart post into a full annual benchmark — updated data on ATS/HRIS, skills-assessment, and AI-interview adoption broken down by company size, industry, and hiring volume; answers the question this page raised in 2019 but never followed up on|transplanted from: hiring tech adoption; kept the screening-tech + assessment-tool usage data angle which is CORE for Testlify
566|CORE|~2,500-word article on unconscious bias in hiring — covers definition, types (confirmation bias, halo effect, etc.), research citations, and 5 mitigation tips; no self-assessment tool, no per-bias severity scoring, no audit checklist for a company's own process; research-citation heavy but no owned data|Unconscious Bias in Hiring Self-Audit: Score Your Process Across 8 Bias Risk Points (With Mitigation Playbook)|same format but adds what this page withholds — an interactive 8-checkpoint self-audit (one per bias type) that gives a bias-risk score for the company's current hiring process, plus a per-bias mitigation action mapped to assessments/structured interviews; this page explains bias but provides no way to evaluate your own exposure|gap: strong research summary; missing any self-diagnostic tool or actionable audit for the reader's own hiring process
567|CORE|~1,500-word blog summarizing a 2022 Sackett meta-analysis on selection method validity — covers which methods predict performance best (structured interviews, job knowledge tests, cognitive tests); no interactive validity comparison tool, no calculator to estimate predictive gains from switching methods, no downloadable decision matrix|Selection Method Validity Comparison: Interactive Tool + Decision Matrix for Which Assessment to Use by Role|same "validity research" angle but moves from summary to tool — an interactive comparison that lets HR teams input their hiring context (role type, volume, risk level) and see a ranked recommendation of selection methods with predictive validity coefficients and adverse-impact tradeoffs; this page reports findings but offers no way to apply them to your specific context|gap: excellent research summary; but ends with "use structured interviews" and gives no tool to help apply the recommendations
568|CORE|~900-word explainer on adaptive assessments (CAT) — explains the algorithm, how difficulty adjusts, how percentile scoring enables comparison; no live demo, no example of question difficulty progression, no guidance on which roles benefit most from adaptive vs. fixed-form testing|Adaptive vs. Fixed-Form Assessment Comparison Guide: When to Use Each (+ What the Score Report Tells You)|same "adaptive assessment" explainer format but fills the three gaps: a side-by-side comparison table of adaptive vs. fixed-form for different hiring contexts, a worked example showing difficulty-progression in a live screen, and guidance on interpreting percentile scores from each format; this page explains the concept but leaves readers with no decision framework|gap: ~900 words, explains concept only; no decision guide on when adaptive testing outperforms fixed-form, and no live/demo component
585|CORE|~800-word 2019 blog post with 6 candidate experience statistics (sourced externally) — covers company reputation, application abandonment, time-to-hire; 2019 data; no original Criteria-owned benchmark, no breakdown by assessment-stage candidate experience, no tool for self-scoring candidate NX|Candidate Experience in the Assessment Stage: 2025 Benchmark Data on Drop-Off, NPS, and Time-in-Test|same "candidate experience stats" format but fully updated — 2025 first-party data on how assessment design choices (test length, mobile-friendliness, feedback delivery) affect candidate NPS and drop-off rates at the screening stage specifically; the 2019 blog cites external stats only and has no assessment-stage data whatsoever|gap: 2019 data, all externally sourced, no assessment-stage breakdown, no current benchmarks
586|CORE|~1,200-word listicle of 8 unconscious bias types in hiring (confirmation bias, affect heuristic, halo/horn effects, etc.) — good examples for each bias; no structured interview question bank, no bias-testing checklist, no downloadable rubric for mitigating each bias type in practice|Bias-by-Bias Interview Question Audit: 8 Bias Risks + Structured Question Alternatives for Each|same "8 biases" format but extends from description to mitigation tool — for each of the 8 biases, provides 2-3 example biased questions to avoid + 2-3 structured alternatives to use instead, plus a downloadable interview audit card; this page describes each bias well but provides no practical interview-level fix for any of them|gap: good descriptions; zero actionable interview-question guidance or downloadable tool for each bias type
587|CORE|~1,300-word blog post arguing adaptability is the most important soft skill to hire for — explains what adaptability is, links it to cognitive aptitude and personality traits; no actual adaptability assessment sample, no test, no rubric for scoring adaptability in structured interviews; ends by advocating for testing without providing a way to test|Adaptability Skills Assessment Guide: How to Test for It (With Sample Questions + Structured Interview Rubric)|same "why adaptability matters" angle but adds the missing layer — free sample questions for testing cognitive flexibility, a structured interview scoring rubric for behavioral adaptability indicators, and guidance on combining aptitude + personality scores to predict adaptability; this page says "test for it" but provides nothing to test with|gap: strong argument; zero test content, no sample questions, no structured interview rubric for the skill it advocates testing
589|CORE|~1,800-word blog on measuring emotional intelligence — covers 3 methods (self-report, other-report, ability testing), with their limitations; includes one Criteria survey stat on self-rating; no sample EI test questions, no ability-test preview, no scoring guide; explains measurement methods without providing anything to measure with|Free Emotional Intelligence Assessment: Ability-Based Sample Test (10 Questions + Scoring Guide)|same "EI measurement" angle but delivers an actual sample ability-based EI test — 10 scenario-based questions with a scoring rubric, plus a breakdown of what high/low scores mean for different roles; this page describes how EI *can* be measured but gives nothing to actually measure|gap: ~1,800 words explaining measurement methods; no sample questions, no ability-based test preview, no scoring guide
593|CORE|Duplicate of row 551 — same candidate test-prep page at a different URL; same content about breathing, environment setup, general preparation|SKIP — duplicate content of row 551; already handled|SKIP — duplicate page|duplicate URL; same content as row 551
594|CORE|~2,000-word guide on legal defensibility of pre-employment testing (UGESP, EEOC, Civil Rights Act, adverse impact) — explains the legal framework and why testing is more defensible than interviews; no self-audit checklist, no adverse-impact calculation walkthrough, no downloadable documentation template for legal compliance|Pre-Employment Testing Compliance Checklist: EEOC, UGESP, and Adverse Impact Documentation Templates|same "legal defensibility" format but converts it from explanation to action — a 12-item compliance checklist covering UGESP requirements, adverse impact calculation steps, documentation standards, and EEOC audit-trail requirements, plus downloadable templates for each; this page explains the law but leaves you with no way to verify your own compliance|gap: thorough legal explanation; no actionable checklist or documentation templates for readers to assess their own hiring process
605|CORE|~1,500-word blog listing 5 types of pre-employment tests (cognitive aptitude, personality, EI, risk, skills) — each type described in 2-3 paragraphs with why to use it; no sample questions, no "try the test now" CTA with actual content, no comparison table for when to use which type; Criteria's own tests are mentioned but not demoed|Pre-Employment Test Type Comparison Table + Free Sample Questions for Each Type (5 Types, 3 Qs per Type)|same "5 types" format but adds what all similar Criteria pages withhold — a side-by-side comparison table (predictive validity, adverse-impact risk, best-fit roles) plus 3 live sample questions per type (15 total) so recruiters can try each format before deploying; this page lists types but provides no samples and no decision guide|gap: good overview; no samples, no comparison table, no way for a buyer to experience any of the tests described
607|CORE|~1,400-word listicle of 8 EI behaviors (recognizing others' feelings, expressing emotions, empathizing, etc.) — good behavioral descriptions; no scoring rubric for evaluating these in a structured interview, no behavioral interview question bank tied to each behavior, no sample EI assessment questions|Emotional Intelligence Behavioral Interview Guide: 8 EI Indicators + Structured Questions + Scoring Rubric|same "8 EI behaviors" format but extends to a hiring tool — for each of the 8 behaviors: 2 behavioral interview questions to elicit it, a 3-point scoring rubric, and 1 free sample ability-based assessment question; this page describes what EI looks like but provides no structured interview questions or rubric for evaluating it|gap: good behavior descriptions; zero interview questions, no scoring rubric, no assessment sample per behavior
612|CORE|~2,000-word section on test validity types (construct, content, criterion validity) — thorough academic explanation with examples; no buyer-facing checklist for evaluating validity evidence when purchasing a test, no benchmark thresholds, no template for requesting validity documentation from vendors|Vendor Validity Checklist: What to Ask Your Assessment Provider About Construct, Content, and Criterion Validity|same "validity types" format but built as a practical procurement tool — 12 questions to ask any assessment vendor covering each validity type, with benchmark thresholds (e.g. criterion validity r ≥ 0.30) and a scoring matrix; this page explains validity in depth but gives buyers no tool to assess whether any given vendor's test meets those standards|gap: strong academic explanation; no actionable vendor evaluation framework derived from it
617|ADJACENT|Resources hub page — lists Criteria's whitepapers, eBooks, benchmark reports (2024/2025/2026 Candidate Experience Reports, Hiring Benchmark Reports); all gated behind form fills; no free public-access equivalent with comparable depth; strongest assets are the annual benchmark reports|Annual Skills-Based Hiring Benchmark Report: Free, Ungated (Featuring Assessment Stage Data, Bias Metrics, and Candidate NPS by Role)|the winning format here is the annual benchmark report; Criteria gates theirs — our version is identical in format but fully ungated, covering assessment-stage metrics (drop-off rates, time-in-test, candidate NPS) and quality-of-hire by screening method, updated annually; full free access vs. Criteria's gated model is the core differentiator|gap: all high-value reports require a form fill; an ungated equivalent with comparable data wins the links Criteria's hub earns
625|CORE|Duplicate of rows 529/543 — same "what are pre-employment tests + 5 types" eBook text at yet another URL|SKIP — duplicate content of rows 529/543; already handled|SKIP — duplicate page|third duplicate URL of the same Criteria eBook text
641|CORE|~1,000-word blog post citing Criteria's 2022 benchmark data that only 24% of companies use tightly structured interviews despite 66% believing they lead to better outcomes — makes the case for structured interviewing; no structured interview question bank, no ready-to-use rubric, no downloadable template to start today|Structured Interview Starter Kit: 50 Role-Specific Questions + BARS Rubric + Facilitation Guide (Free Download)|same "case for structured interviewing" format but adds what this post calls for but doesn't provide — a downloadable starter kit with 50 questions organised by role type, a pre-built BARS scoring rubric, and a facilitator guide for calibrating interviewers; this page makes the argument but leaves the reader with nothing to implement it with|gap: strong case; ends with a vague "step-by-step guide" teaser but provides no actual template or question bank in the post
