Competitor,URL,Domains,Backlinks,ResponseCode,Title
testdome,https://www.testdome.com/certificates/68bbe92d276c47f195a1a8c0fb019869,2,6,200,
testdome,https://www.testdome.com/certificates/6e18b42464d14dec8717d279395c412e,2,3,200,
testdome,https://www.testdome.com/certificates/72e127a6303d478292530b1228a73940,2,2,200,
testdome,https://www.testdome.com/certificates/77849feeaa3e42ec896c32dceeb4ecb3,2,2,200,
testdome,https://www.testdome.com/certificates/79600c9a3822493d9f80780e04b96827,2,3,200,
testdome,https://www.testdome.com/certificates/7f13dddeae0248e1a7ce68bf6e410e70,2,2,200,
testdome,https://www.testdome.com/certificates/8e068acce5c642b986461d53784523ef,2,3,200,
testdome,https://www.testdome.com/certificates/ba16224968774b7199af83831e5bb3eb,2,3,200,
testdome,https://www.testdome.com/certificates/bb9ce0315d4b4aa4b6fd82bdaea49371,2,3,200,
testdome,https://www.testdome.com/certificates/d41150c2fda54a70a3681cc9c7ca7e91,2,6,200,
testdome,https://www.testdome.com/certificates/e51d780f43ed44e3bab6c37a9fd01ff0,2,6,200,
testdome,https://www.testdome.com/code-interview-platform,2,2,200,Online Technical Coding Interviews | TestDome
testdome,https://www.testdome.com/questions/c-sharp/folders/7276?testDifficulty=Hard&testId=18,2,5,200,
testdome,https://www.testdome.com/questions/java/route-planner/41102,2,3,200,
testdome,https://www.testdome.com/questions/php/league-table/19939?generatorId=30&questionIds=7278%2C19939&testDifficulty=Hard&type=fromtest,2,2,200,
testdome,https://www.testdome.com/tests/angular-online-test/70,2,3,200,Angular Online Test | TestDome
testdome,https://www.testdome.com/tests/angular-typescript-online-test/72,2,2,301,
testdome,https://www.testdome.com/tests/aptitude-test/259,2,8,200,Aptitude Test | TestDome
testdome,https://www.testdome.com/tests/attention-to-detail-test/184,2,2,200,Attention to Detail Test | TestDome
testdome,https://www.testdome.com/tests/aws-online-test/118,2,2,200,AWS Online Test | TestDome
testdome,https://www.testdome.com/tests/c-sharp-online-test/18,2,2,200,C# Online Test | TestDome
testdome,https://www.testdome.com/tests/java-spring-online-test/97,2,2,200,Java Spring Online Test | TestDome
testdome,https://www.testdome.com/tests/javascript-node-js-online-test/111,2,3,200,JavaScript and Node.js Online Test | TestDome
testdome,https://www.testdome.com/tests/logical-reasoning-test/89,2,2,200,Logical Reasoning Test | TestDome
testdome,https://www.testdome.com/tests/marketing-analytics-aptitude-test/145,2,2,200,Marketing Analytics Aptitude Test | TestDome
testdome,https://www.testdome.com/tests/mechanical-engineering-test/180,2,3,200,Mechanical Engineering Test | TestDome
testdome,https://www.testdome.com/tests/microsoft-office-test/217,2,3,200,MS Office Test | TestDome
testdome,https://www.testdome.com/tests/microsoft-word-test/216,2,5,200,MS Word Test | TestDome
testdome,https://www.testdome.com/tests/php-online-test/30,2,2,200,PHP Online Test | TestDome
testdome,https://www.testdome.com/tests/python-data-science-online-test/65,2,3,200,Python Data Science Online Test | TestDome
testdome,https://www.testdome.com/tests/receptionist-test/205,2,7,200,Receptionist Test | TestDome
testdome,https://www.testdome.com/tests/software-quality-assurance-test/64,2,2,200,TestDome
testdome,https://www.testdome.com/tests/typescript-javascript-online-test/71,2,2,301,
testdome,https://www.testdome.com/tests/vue-js-online-test/119,2,2,200,Vue.js Online Test | TestDome
testdome,https://www.testdome.com/tests/web-developer-online-test/16,2,3,200,Web Developer Online Test | TestDome
testdome,http://testdome.com/dome/Tests/Csharp-Back-End-Programming-Test-Easy,1,1,307,
testdome,http://testdome.com/dome/Tests/Csharp-Back-End-Programming-Test-Hard,1,1,307,
testdome,http://testdome.com/dome/Tests/Csharp-Full-Stack-Programming-Test-Easy,1,1,307,
testdome,http://testdome.com/dome/Tests/Csharp-Full-Stack-Programming-Test-Hard,1,1,307,
testdome,http://testdome.com/dome/Tests/Front-End-Programming-Test-Easy,1,1,307,
testdome,http://testdome.com/dome/Tests/Java-Full-Stack-Programming-Test-Easy,1,1,307,
testdome,http://testdome.com/dome/Tests/Junior-Java-Back-End-Programming-Test,1,1,307,
testdome,http://testdome.com/dome/Tests/Senior-Csharp-Back-End-Programming-Test,1,2,307,
testdome,http://www.testdome.com/Aptitude,1,1,307,
testdome,http://www.testdome.com/Aptitude-Tests,1,1,307,
testdome,http://www.testdome.com/Programming-Tests/Cpp/34,1,6,307,
testdome,http://www.testdome.com/Programming-Tests/Csharp/18,1,5,307,
testdome,http://www.testdome.com/Programming-Tests/Html-Css/13,1,1,307,
testdome,http://www.testdome.com/Programming-Tests/Ruby/52,1,1,307,
testdome,http://www.testdome.com/Questions/Cpp/TwoSum/2910,1,1,307,
testdome,http://www.testdome.com/Questions/Csharp/AreAnagrams/2029?testDifficulty=Easy&testId=18,1,2,307,
testdome,http://www.testdome.com/Questions/Csharp/AreAnagrams/3456?testDifficulty=Easy&testId=18,1,1,307,
testdome,http://www.testdome.com/Tests/SQL-online-test/12,1,1,307,
testdome,http://www.testdome.com/apply/esskwuscf1,1,1,307,
testdome,http://www.testdome.com/certificates/472fa83b322c4b90bcce4d2c89d6ea06,1,2,307,
testdome,http://www.testdome.com/certificates/49ce39f9a64b431ba6fe39052cf626e1,1,2,307,
testdome,http://www.testdome.com/certificates/5bbbf6507f4e422fac38a6088aa210c1,1,1,307,
testdome,http://www.testdome.com/certificates/97cb553dbd2e467db649f86ea41bd7ef,1,1,307,
testdome,http://www.testdome.com/certificates/9efce1dab40c4e9c8802ab7039b15197,1,1,307,
testdome,http://www.testdome.com/certificates/a647da95c64d44cb8020b7a3e214c4b3,1,1,307,
testdome,http://www.testdome.com/certificates/bfd9d779b05c4b148a493865e9ef25fd,1,1,307,
testdome,http://www.testdome.com/certificates/c6d4899258af455c9dc77f08e3c71646,1,2,307,
testdome,http://www.testdome.com/certificates/e05dc2d26a91463a84086c0d67ff286b,1,1,307,
testdome,http://www.testdome.com/customers,1,2,307,
testdome,http://www.testdome.com/general-tests,1,1,307,
