RowID	BrandFit	Domains	Asset
1453	ADJACENT	5	Skills-Based Recruitment Plan Template: A Step-by-Step Framework for Building Assessment Criteria into Every Hiring Stage (Free Download)
2162	CORE	4	Job Description Bias Audit Tool: A 20-Point Checklist for Removing Gender Bias, Credential Inflation, and Exclusionary Language — with a Skills-Based JD Rewrite Guide
2176	CORE	4	Candidate Skills Gap Analysis: How to Measure the Gap Between Candidate Abilities and Role Requirements Before You Hire (Free Scoring Template + 3 Role Examples)
122	CORE	3	Sales Lead Hiring Kit: JD Template + Skills Scorecard + 5 Sample Assessment Questions (ready to copy into your ATS)
123	CORE	3	SQL Developer Hiring Kit: JD Template + Coding Challenge Rubric + 3 Sample SQL Test Questions with Scoring Criteria
2222	CORE	3	Shortlist and Assessment Email Pack: 8 Templates for Every Candidate-Facing Step in Skills-Based Hiring (Test Invite, Pre-Test Prep, Post-Test Pass, Post-Test Fail, Interview Invite, Waitlist, Offer, Decline)
216	TRANSPLANT	2	Skills Assessment Email Pack: Recruiter-to-Candidate Templates for Sending, Following Up, and Debriefing Pre-Employment Tests (with scoring guidance per stage)
217	TRANSPLANT	2	Skills-Based Intake Meeting Kit: Recruiter-to-Hiring-Manager Email Templates + Embedded Assessment Planning Agenda (what tests to run, scoring threshold, scorecard template)
225	CORE	2	Front-End Developer Hiring Kit: JD Template + Assessment Rubric + 5 Sample Test Questions (HTML/CSS/JS/React) with Answer Guidance
226	CORE	2	Project Manager Hiring Kit: JD Template + Structured Interview Scorecard + 5 Sample PM Skills Assessment Questions with Scoring Guide
227	CORE	2	Shopify Developer Hiring Kit: JD Template + Liquid & API Assessment Rubric + 5 Sample Skills Test Questions with Scoring Criteria
228	CORE	2	Software Developer Hiring Kit: JD Template + Code Review Rubric + 3 Sample Coding Challenge Questions with Grading Guide
2375	CORE	2	Receptionist Hiring Kit: JD Template + Communication & Organizational Skills Assessment Rubric + 5 Sample Test Questions (Written, Verbal, Multitasking Scenarios)
2376	CORE	2	Supervisor Hiring Kit: JD Template + Leadership & Team Management Skills Assessment Rubric + 5 Sample Test Questions (Decision-Making, Delegation, Conflict Scenarios)
2443	CORE	1	How to Write a Skills-Based Job Description: A Step-by-Step Guide for Tech Roles — with Assessment Mapping and a Free Template
