RowID	BrandFit	Domains	Asset
1815	CORE	25	2026 Job Interview Data Report: Bias Incidents, Structured vs. AI Interview Outcomes, and Validity Benchmarks by Role Family
533	CORE	24	AI Interview Fairness Benchmark 2026: Bias Incidents, Candidate Trust by Demographic, and Structured vs. Unstructured Interview Comparison
1156	ADJACENT	23	Global Skills Readiness Report 2026: Employability Benchmark Scores by Role Family, Region, and Assessment Type for Volume Corporate Hiring
535	CORE	22	Annual Hiring Benchmark Report 2026: Assessment Adoption, Skills-Based Screening ROI, and Hiring Market Shifts — Fully Ungated with Methodology
2274	CORE	20	strong — no obvious gap
1162	CORE	19	2026 Global Talent Acquisition Benchmark: Assessment Adoption, AI Interview Usage, and Candidate Experience Scores — Fully Ungated
2275	CORE	19	AI in Hiring vs. AI in HR Ops: A 2026 Data Report That Separates Pre-Hire Assessment Accuracy from Post-Hire People Analytics
547	CORE	12	Five Years of Skills-Based Hiring: A Longitudinal Data Report on Assessment Adoption, AI Interviewing, and Hiring Difficulty (2021-2026)
1849	CORE	12	strong — no obvious gap
33	CORE	9	2026 Skills Assessment & AI Interview Benchmark Report: Adoption Rates, Validity, Candidate Experience, and Anti-Cheating Trends
1893	CORE	9	strong — no obvious gap
36	CORE	8	The State of Skills-Based Assessment 2026: Adoption, Test Types, Validity Data, and Candidate Fairness Benchmarks
1244	CORE	8	strong — no obvious gap
1910	TRANSPLANT	8	Assessment Score to Onboarding Outcome: A Data Report on How Skills Test Results Predict 30-60-90 Day Performance and Ramp Time
1915	CORE	8	strong — no obvious gap
917	CORE	7	AI Interview vs. AI Resume Screening: A 2026 Data Report on Accuracy, Bias Incidents, and Candidate Trust by Tool Type
1936	TRANSPLANT	7	Skills Gap at Hire vs. Post-Hire Upskilling: A Data Report on How Assessment Scores Predict Training ROI and Skills-Lift Speed
1937	CORE	7	strong — no obvious gap
47	CORE	6	Blind Hiring vs. Skills-First Hiring: A Data Report on Bias Reduction, Diverse Hire Rates, and Assessment-Driven Outcomes
575	CORE	6	Skills Assessment ROI Case Studies: Turnover Reduction, Retention Lift, and Time-to-Hire Savings Across 10+ Industries
588	CORE	5	strong — no obvious gap
606	CORE	4	strong — no obvious gap
609	CORE	4	Pre-Employment Assessment Validity Report: Score-Performance Correlations Across Cognitive, Technical, and AI Interview Tests for 8+ Role Families
103	TRANSPLANT	3	Bias, Adverse Impact, and Assessment Fairness: A Data Report on How Skills-Based Screening Changes Diversity Outcomes
107	TRANSPLANT	3	Hiring Technology Benchmark Report 2026: Assessment Adoption, AI Interview Usage, ATS Integration, and ROI Data
1006	CORE	3	2026 Technical Skills Assessment Report: Demand, Pass Rates, and Proficiency Score Distributions for Cloud, Data, Security, and Automation Roles
2229	CORE	3	High-Volume Hiring Assessment Playbook: How Skills Tests, AI Screening, and Structured Interviews Scale to 10,000+ Hires — With Data on Completion Rates and Quality Outcomes
209	CORE	2	Structured Interview Implementation Guide 2026: Data on Validity, Bias Reduction, Candidate Experience + Downloadable Scorecard Templates
728	CORE	2	strong — no obvious gap
729	CORE	2	Multi-Test Assessment ROI for Sales Roles: Booking Revenue, Retention, and Ramp-Time Data Across 5+ Industries
2405	TRANSPLANT	1	Removing Age Bias in Hiring with Skills Assessments: Data on How Test-First Screening Changes Callback Rates and Hire Quality for Candidates 45+
