RowID	BrandFit	Domains	Asset
2368	CORE	2	100 Angular Interview Questions with Answers + Frontend Skills Screener (sample Qs visible, no signup)
2369	CORE	2	COBOL & Legacy Systems Interview Questions with Answers: 80 Questions, Difficulty-Tiered, with Recruiter Context Guide
2371	CORE	2	100 Kubernetes Interview Questions with Answers + Scenario Tasks for Live-Screen Validation (public, no signup)
2372	CORE	2	100 MLOps Interview Questions with Answers + Skills-to-Test Mapping for ML Infrastructure Hiring
2373	CORE	2	100 MuleSoft & Integration Developer Interview Questions with Answers + Evaluation Rubric for Non-Technical Interviewers
2374	CORE	2	Power Apps & Low-Code Interview Questions with Answers + Citizen Developer Skills Assessment (sample Qs public)
246	CORE	1	Cybersecurity / Cryptography Engineer Interview Kit for TA Teams: Tiered Questions with Full Sample Answers and Pre-Screen Security Skills-Assessment Blueprint
247	CORE	1	Cybersecurity Engineer Screening & Interview Guide for TA Teams: Tiered Questions with Full Sample Answers, Scoring Rubric, and Pre-Screen Assessment Blueprint
251	CORE	1	Nuxt.js / Vue.js Developer Interview Kit for TA Teams: Tiered Questions with Full Sample Answers and Pre-Screen Assessment Blueprint
252	CORE	1	React Developer Interview Kit for TA Teams: 40 Focused Questions with Sample Answers and Pre-Screen Skills-Assessment Blueprint
2416	CORE	1	The Async Video Interview Playbook: Setup Guide, 30 Sample Technical Screening Questions by Role, and Candidate Scoring Rubric
